payment_id,loan_id,payment_date,paid_amount,overdue_days
245,26,2025-11-04,8565.48,0
246,26,2025-12-04,11472.53,0
247,26,2026-01-03,7926.66,15
248,26,2026-02-02,8062.48,7
249,26,2026-03-04,11106.85,0
250,26,2026-04-03,10952.23,15
251,27,2024-10-30,72237.15,3
252,27,2024-11-29,89500.65,0
253,27,2024-12-29,55912.01,15
254,27,2025-01-28,50058.49,0
255,27,2025-02-27,72601.17,0
256,27,2025-03-29,79417.64,0
257,27,2025-04-28,76132.34,0
258,27,2025-05-28,80748.09,0
259,27,2025-06-27,49902.04,7
260,27,2025-07-27,76743.53,3
261,27,2025-08-26,74337.61,0
262,27,2025-09-25,64907.05,3
263,27,2025-10-25,57943.88,0
264,27,2025-11-24,63930.08,15
265,27,2025-12-24,71020.99,0
266,27,2026-01-23,63290.19,0
267,27,2026-02-22,65494.68,3
268,27,2026-03-24,64615.10,7
269,27,2026-04-23,91043.93,0
270,28,2024-12-10,123047.44,7
271,28,2025-01-09,123009.06,0
272,28,2025-02-08,109281.08,3
273,29,2025-10-11,16217.28,0
274,29,2025-11-10,19018.65,15
275,29,2025-12-10,19177.48,0
276,29,2026-01-09,19917.42,0
277,29,2026-02-08,24969.35,7
278,29,2026-03-10,24818.48,0
279,29,2026-04-09,19579.72,0
280,30,2025-03-14,89693.31,7
281,30,2025-04-13,95648.39,0
282,30,2025-05-13,108450.67,7
283,30,2025-06-12,102682.55,0
284,30,2025-07-12,135131.40,0
285,30,2025-08-11,114562.19,15
286,31,2025-06-07,20983.58,3
287,31,2025-07-07,21465.69,0
288,31,2025-08-06,14118.37,0
289,31,2025-09-05,18391.16,0
290,31,2025-10-05,18343.63,3
291,31,2025-11-04,21828.21,0
292,31,2025-12-04,21141.20,0
293,31,2026-01-03,21375.13,0
294,31,2026-02-02,20505.27,7
295,31,2026-03-04,13154.91,0
296,31,2026-04-03,16471.85,0
297,32,2024-02-11,13285.26,3
298,32,2024-03-12,14142.67,15
299,32,2024-04-11,11339.90,0
300,32,2024-05-11,15162.42,7
301,32,2024-06-10,9018.20,3
302,32,2024-07-10,12959.56,0
303,32,2024-08-09,10476.40,0
304,32,2024-09-08,9384.09,15
305,32,2024-10-08,12893.60,3
306,32,2024-11-07,12138.87,0
307,32,2024-12-07,11077.28,0
308,32,2025-01-06,13108.78,15
309,32,2025-02-05,10386.82,0
310,32,2025-03-07,15037.95,7
311,32,2025-04-06,10858.12,0
312,32,2025-05-06,15124.64,0
313,32,2025-06-05,12933.87,7
314,32,2025-07-05,9395.43,0
315,32,2025-08-04,12215.76,7
316,32,2025-09-03,10950.75,0
317,32,2025-10-03,11538.52,3
318,32,2025-11-02,13866.16,0
319,32,2025-12-02,12408.42,0
320,32,2026-01-01,13555.62,0
321,32,2026-01-31,11667.67,3
322,32,2026-03-02,10127.50,0
323,32,2026-04-01,14409.91,0
324,33,2026-04-08,13302.15,0
325,34,2025-03-13,25813.51,0
326,34,2025-04-12,24228.25,7
327,34,2025-05-12,17845.30,0
328,34,2025-06-11,20670.02,0
329,34,2025-07-11,24841.68,0
330,34,2025-08-10,13810.66,0
331,34,2025-09-09,18661.94,0
332,34,2025-10-09,20531.94,7
333,34,2025-11-08,18866.56,0
334,34,2025-12-08,15193.08,0
335,34,2026-01-07,16564.78,3
336,34,2026-02-06,15936.80,0
337,34,2026-03-08,13796.72,15
338,34,2026-04-07,21401.65,7
339,35,2025-04-09,5749.79,0
340,35,2025-05-09,5628.65,0
341,35,2025-06-08,8938.37,7
342,35,2025-07-08,7709.04,0
343,35,2025-08-07,7664.39,0
344,35,2025-09-06,7032.77,15
345,35,2025-10-06,9640.13,75
346,35,2025-11-05,9265.10,60
347,35,2025-12-05,7201.01,31
348,35,2026-01-04,7905.57,5
349,35,2026-02-03,9036.88,90
350,35,2026-03-05,5482.48,20
351,35,2026-04-04,7870.33,31
352,36,2026-02-10,50052.66,0
353,36,2026-03-12,57467.00,0
354,36,2026-04-11,57781.37,3
355,37,2025-06-08,62656.21,0
356,37,2025-07-08,49318.06,15
357,37,2025-08-07,39331.87,15
358,37,2025-09-06,48247.94,0
359,37,2025-10-06,59067.46,3
360,37,2025-11-05,57132.21,15
361,37,2025-12-05,49063.61,0
362,37,2026-01-04,38990.39,15
363,37,2026-02-03,49775.06,3
364,37,2026-03-05,61014.03,0
365,37,2026-04-04,47305.70,15
366,38,2026-01-17,27424.44,0
367,38,2026-02-16,24029.50,0
368,38,2026-03-18,24040.75,0
369,38,2026-04-17,15561.09,0
370,39,2026-04-27,16925.97,7
371,40,2025-07-25,6255.58,7
372,40,2025-08-24,6225.73,0
373,40,2025-09-23,8139.85,0
374,40,2025-10-23,8607.98,7
375,40,2025-11-22,5706.50,0
376,40,2025-12-22,8593.90,0
377,40,2026-01-21,7389.01,0
378,40,2026-02-20,4713.28,0
379,40,2026-03-22,8495.57,3
380,40,2026-04-21,6200.26,15
381,41,2025-02-02,39045.64,0
382,41,2025-03-04,53121.10,3
383,41,2025-04-03,68974.60,0
384,41,2025-05-03,44904.34,7
385,41,2025-06-02,42392.53,15
386,41,2025-07-02,66546.44,0
387,42,2025-04-05,38872.07,0
388,42,2025-05-05,42678.93,3
389,42,2025-06-04,39179.96,15
390,42,2025-07-04,39614.19,0
391,42,2025-08-03,52178.08,0
392,42,2025-09-02,50947.74,0
393,42,2025-10-02,43228.70,0
394,42,2025-11-01,59715.66,7
395,42,2025-12-01,39138.37,15
396,42,2025-12-31,61180.45,0
397,42,2026-01-30,38294.15,0
398,42,2026-03-01,44850.98,15
399,43,2024-10-31,37519.24,0
400,43,2024-11-30,39528.27,0
401,43,2024-12-30,45679.79,0
402,43,2025-01-29,45498.35,0
403,43,2025-02-28,48129.20,0
404,43,2025-03-30,43935.00,0
405,43,2025-04-29,30568.42,0
406,43,2025-05-29,36511.16,0
407,43,2025-06-28,42732.15,0
408,43,2025-07-28,53048.05,0
409,43,2025-08-27,44962.66,3
410,43,2025-09-26,40794.25,0
411,44,2026-01-06,163247.83,7
412,44,2026-02-05,151193.94,15
413,44,2026-03-07,109247.99,0
414,44,2026-04-06,145941.49,0
415,45,2024-06-12,23246.89,3
416,45,2024-07-12,21125.74,0
417,45,2024-08-11,15146.02,0
418,45,2024-09-10,25040.09,0
419,45,2024-10-10,16966.84,15
420,45,2024-11-09,18440.42,0
421,45,2024-12-09,17596.69,7
422,45,2025-01-08,15712.95,15
423,45,2025-02-07,18264.25,3
424,45,2025-03-09,22830.14,0
425,45,2025-04-08,20243.87,15
426,45,2025-05-08,21342.83,7
427,46,2025-07-28,99308.92,0
428,46,2025-08-27,83498.12,0
429,46,2025-09-26,75538.58,7
430,46,2025-10-26,85241.60,0
431,46,2025-11-25,53448.05,0
432,46,2025-12-25,99369.64,0
433,46,2026-01-24,58009.90,0
434,46,2026-02-23,96630.61,0
435,46,2026-03-25,84139.26,0
436,46,2026-04-24,90015.83,15
437,47,2025-08-08,5862.87,0
438,47,2025-09-07,6993.21,0
439,47,2025-10-07,6818.61,10
440,47,2025-11-06,5537.37,90
441,47,2025-12-06,7033.72,5
442,47,2026-01-05,7179.92,10
443,47,2026-02-04,4661.91,45
444,47,2026-03-06,4853.51,35
445,47,2026-04-05,4195.57,75
446,48,2024-05-23,113521.93,15
447,48,2024-06-22,73376.74,3
448,48,2024-07-22,81080.89,7
449,48,2024-08-21,110703.00,15
450,48,2024-09-20,95256.19,0
451,48,2024-10-20,78517.66,0
452,48,2024-11-19,106039.27,0
453,48,2024-12-19,115282.65,0
454,48,2025-01-18,113183.68,15
455,48,2025-02-17,67172.79,0
456,48,2025-03-19,102043.43,15
457,48,2025-04-18,95762.29,0
458,48,2025-05-18,96848.51,0
459,48,2025-06-17,77115.16,0
460,48,2025-07-17,113111.54,7
461,48,2025-08-16,73524.67,0
462,48,2025-09-15,116401.56,3
463,48,2025-10-15,81296.79,7
464,49,2025-07-04,64226.34,0
465,49,2025-08-03,47854.95,0
466,49,2025-09-02,58497.52,0
467,49,2025-10-02,54432.22,0
468,49,2025-11-01,61128.82,3
469,49,2025-12-01,47682.31,7
470,50,2025-04-13,49089.31,0
471,50,2025-05-13,46367.17,0
472,50,2025-06-12,35852.34,0
473,50,2025-07-12,39582.42,0
474,50,2025-08-11,43346.17,0
475,50,2025-09-10,27012.66,0
476,50,2025-10-10,38392.99,15
477,50,2025-11-09,44307.18,7
478,50,2025-12-09,32134.91,3
479,50,2026-01-08,28324.03,0
480,50,2026-02-07,42136.81,15
481,50,2026-03-09,49182.70,0
482,50,2026-04-08,35647.45,0
483,51,2024-12-13,37579.73,0
484,51,2025-01-12,23932.42,0
485,51,2025-02-11,30605.15,15
486,51,2025-03-13,27024.29,0
487,51,2025-04-12,25521.00,0
488,51,2025-05-12,26106.55,15
489,51,2025-06-11,33317.46,7
490,51,2025-07-11,27607.77,15
491,51,2025-08-10,23306.21,0
492,51,2025-09-09,31247.12,0
493,51,2025-10-09,23000.95,15
494,51,2025-11-08,25789.33,0
495,52,2025-07-08,9475.99,0
496,52,2025-08-07,7941.07,0
497,52,2025-09-06,6721.25,0
498,52,2025-10-06,8871.76,0
499,52,2025-11-05,10112.00,0
500,52,2025-12-05,5637.09,0
501,52,2026-01-04,8462.11,3
502,52,2026-02-03,10043.60,0
503,52,2026-03-05,9061.90,7
504,52,2026-04-04,7793.08,7
505,53,2024-09-10,15351.64,7
506,53,2024-10-10,16986.30,7
507,53,2024-11-09,14756.25,0
508,53,2024-12-09,18305.90,0
509,53,2025-01-08,14112.20,3
510,53,2025-02-07,13383.11,7
511,53,2025-03-09,15138.31,0
512,53,2025-04-08,16456.71,0
513,53,2025-05-08,11136.65,0
514,53,2025-06-07,14497.99,3
515,53,2025-07-07,15806.43,0
516,53,2025-08-06,12430.15,0
517,53,2025-09-05,16218.63,3
518,53,2025-10-05,11883.35,15
519,53,2025-11-04,11543.20,3
520,53,2025-12-04,14869.22,3
521,53,2026-01-03,11867.40,3
522,53,2026-02-02,16621.32,0
523,53,2026-03-04,10740.65,0
524,53,2026-04-03,13191.76,0
525,54,2024-10-08,41651.59,0
526,54,2024-11-07,46538.12,0
527,54,2024-12-07,40402.97,3
528,54,2025-01-06,46473.66,0
529,54,2025-02-05,27164.52,15
530,54,2025-03-07,50940.24,0
531,54,2025-04-06,42339.93,0
532,54,2025-05-06,29912.42,0
533,54,2025-06-05,41923.70,15
534,54,2025-07-05,50326.59,0
535,54,2025-08-04,40578.39,15
536,54,2025-09-03,49424.53,3
537,54,2025-10-03,46911.01,0
538,54,2025-11-02,43696.28,15
539,54,2025-12-02,48877.05,0
540,54,2026-01-01,42315.10,0
541,54,2026-01-31,28171.94,7
542,54,2026-03-02,28101.35,15
543,54,2026-04-01,42545.81,15
544,55,2024-10-21,33202.75,7
545,55,2024-11-20,31838.14,0
546,55,2024-12-20,38625.48,15
547,55,2025-01-19,41805.31,0
548,55,2025-02-18,30816.99,3
549,55,2025-03-20,43145.42,0
550,55,2025-04-19,31920.34,0
551,55,2025-05-19,29971.11,0
552,55,2025-06-18,40793.06,3
553,55,2025-07-18,31163.80,3
554,55,2025-08-17,37053.77,15
555,55,2025-09-16,34323.08,0
556,55,2025-10-16,37868.24,7
557,55,2025-11-15,31311.87,3
558,55,2025-12-15,44424.82,3
559,55,2026-01-14,32267.83,15
560,55,2026-02-13,27532.31,7
561,55,2026-03-15,37952.91,0
562,56,2025-11-19,5661.80,0
563,56,2025-12-19,9906.78,7
564,56,2026-01-18,8677.90,3
565,56,2026-02-17,7144.91,3
566,56,2026-03-19,8298.23,15
567,56,2026-04-18,6359.17,0
568,57,2025-01-28,133435.75,15
569,57,2025-02-27,136091.09,7
570,57,2025-03-29,135996.55,3
571,58,2025-07-29,25728.61,0
572,58,2025-08-28,15772.57,0
573,58,2025-09-27,21794.93,0
574,58,2025-10-27,20448.33,0
575,58,2025-11-26,27277.65,7
576,58,2025-12-26,25298.74,0
577,58,2026-01-25,19409.48,15
578,58,2026-02-24,21026.32,15
579,58,2026-03-26,16938.57,7
580,58,2026-04-25,24300.49,0
581,59,2025-01-02,74606.32,7
582,59,2025-02-01,69856.12,0
583,59,2025-03-03,79398.91,0
584,59,2025-04-02,80340.84,0
585,59,2025-05-02,88461.49,3
586,59,2025-06-01,119093.60,0
587,59,2025-07-01,102958.64,15
588,59,2025-07-31,99584.97,7
589,59,2025-08-30,81387.63,3
590,59,2025-09-29,91129.31,3
591,59,2025-10-29,92720.28,0
592,59,2025-11-28,72027.59,7
593,59,2025-12-28,79632.81,0
594,59,2026-01-27,81428.04,0
595,59,2026-02-26,100131.35,0
596,59,2026-03-28,114474.25,3
597,59,2026-04-27,73056.00,0
598,60,2024-04-08,7704.11,7
599,60,2024-05-08,7261.43,15
600,60,2024-06-07,7015.60,15
601,60,2024-07-07,8715.86,0
602,60,2024-08-06,8353.90,0
603,60,2024-09-05,8961.05,0
604,61,2026-03-01,46246.77,0
605,61,2026-03-31,75168.59,15
606,61,2026-04-30,78619.48,0
607,62,2024-05-17,24978.82,0
608,62,2024-06-16,23225.00,15
609,62,2024-07-16,24185.03,7
610,62,2024-08-15,26524.89,7
611,62,2024-09-14,23134.94,0
612,62,2024-10-14,22772.91,7
613,63,2024-04-04,302023.01,3
614,63,2024-05-04,426834.22,0
615,63,2024-06-03,272941.02,3
616,63,2024-07-03,287137.11,15
617,63,2024-08-02,331727.21,0
618,63,2024-09-01,294514.91,7
619,63,2024-10-01,238786.18,0
620,63,2024-10-31,385087.88,0
621,63,2024-11-30,395517.18,0
622,63,2024-12-30,337783.51,3
623,63,2025-01-29,237437.09,0
624,63,2025-02-28,242029.62,0
625,63,2025-03-30,322269.68,15
626,63,2025-04-29,375041.90,0
627,63,2025-05-29,384453.38,0
628,63,2025-06-28,262805.65,3
629,63,2025-07-28,225555.30,7
630,63,2025-08-27,277361.84,0
631,63,2025-09-26,325688.26,3
632,63,2025-10-26,391102.59,0
633,63,2025-11-25,234547.92,0
634,63,2025-12-25,429010.48,15
635,63,2026-01-24,310898.04,0
636,63,2026-02-23,312264.74,15
637,63,2026-03-25,401486.40,0
638,63,2026-04-24,333466.07,0
639,64,2025-12-26,95278.26,0
640,64,2026-01-25,63636.46,0
641,64,2026-02-24,78512.95,0
642,64,2026-03-26,77711.35,0
643,64,2026-04-25,60136.31,3
644,65,2025-07-08,66274.47,0
645,65,2025-08-07,48743.98,0
646,65,2025-09-06,61768.38,3
647,65,2025-10-06,43563.08,0
648,65,2025-11-05,72737.04,3
649,65,2025-12-05,73347.06,0
650,65,2026-01-04,74511.67,15
651,65,2026-02-03,54377.77,15
652,65,2026-03-05,48943.40,15
653,65,2026-04-04,70160.50,0
654,66,2024-02-02,101668.14,0
655,66,2024-03-03,90873.63,0
656,66,2024-04-02,103721.03,15
657,66,2024-05-02,67568.81,0
658,66,2024-06-01,104449.00,15
659,66,2024-07-01,105153.95,7
660,66,2024-07-31,57933.33,0
661,66,2024-08-30,85803.27,0
662,66,2024-09-29,89627.52,0
663,66,2024-10-29,94001.07,0
664,66,2024-11-28,91786.58,0
665,66,2024-12-28,62036.20,0
666,67,2025-04-30,140133.33,15
667,67,2025-05-30,167828.77,7
668,67,2025-06-29,152955.44,0
669,67,2025-07-29,139534.60,0
670,67,2025-08-28,144368.44,3
671,67,2025-09-27,122324.22,15
672,67,2025-10-27,180382.12,3
673,67,2025-11-26,113915.18,0
674,67,2025-12-26,174520.04,3
675,67,2026-01-25,174900.75,0
676,67,2026-02-24,124918.74,15
677,67,2026-03-26,113070.90,0
678,67,2026-04-25,123290.44,0
679,68,2026-02-24,2636.00,0
680,68,2026-03-26,3509.71,15
681,68,2026-04-25,3062.86,7
682,69,2026-04-01,144793.50,15
683,70,2025-08-27,47443.91,0
684,70,2025-09-26,54601.34,0
685,70,2025-10-26,42865.40,0
686,70,2025-11-25,51844.43,7
687,70,2025-12-25,62080.21,0
688,70,2026-01-24,55523.35,15
689,70,2026-02-23,54754.62,0
690,70,2026-03-25,52479.43,0
691,70,2026-04-24,55442.37,7
692,71,2025-05-23,42370.17,0
693,71,2025-06-22,73423.16,15
694,71,2025-07-22,61544.89,7
695,71,2025-08-21,71535.40,15
696,71,2025-09-20,49345.24,0
697,71,2025-10-20,47522.78,0
698,71,2025-11-19,48861.26,15
699,71,2025-12-19,45682.01,0
700,71,2026-01-18,71213.67,0
701,71,2026-02-17,53526.48,0
702,71,2026-03-19,68166.41,0
703,71,2026-04-18,45433.62,0
704,73,2025-11-01,17183.95,0
705,73,2025-12-01,16894.07,0
706,73,2025-12-31,26064.77,0
707,73,2026-01-30,21186.04,0
708,73,2026-03-01,26963.92,15
709,73,2026-03-31,22715.69,0
710,73,2026-04-30,20720.37,15
711,74,2025-01-27,12973.84,15
712,74,2025-02-26,22471.70,15
713,74,2025-03-28,22348.45,3
714,74,2025-04-27,19920.16,0
715,74,2025-05-27,19473.29,3
716,74,2025-06-26,21609.00,0
717,74,2025-07-26,18280.99,0
718,74,2025-08-25,21227.21,15
719,74,2025-09-24,16450.60,7
720,74,2025-10-24,19301.53,0
721,74,2025-11-23,21468.44,7
722,74,2025-12-23,21262.70,3
723,74,2026-01-22,12469.98,0
724,74,2026-02-21,19972.18,0
725,74,2026-03-23,20782.07,0
726,74,2026-04-22,12835.31,7
727,75,2025-10-16,17210.03,0
728,75,2025-11-15,18331.75,0
729,75,2025-12-15,23153.67,0
730,75,2026-01-14,23694.50,3
731,75,2026-02-13,14143.94,0
732,75,2026-03-15,23599.31,15
733,75,2026-04-14,13803.28,15
734,76,2025-08-04,33357.95,0
735,76,2025-09-03,48093.85,0
736,76,2025-10-03,36912.40,0
737,76,2025-11-02,51138.36,0
738,76,2025-12-02,40775.99,3
739,76,2026-01-01,29214.44,0
740,76,2026-01-31,37940.62,0
741,76,2026-03-02,29375.42,3
742,76,2026-04-01,40209.02,3
743,77,2025-07-27,27083.75,3
744,77,2025-08-26,18913.42,7
745,77,2025-09-25,23090.40,0
746,77,2025-10-25,20990.28,5
747,77,2025-11-24,20791.47,60
748,77,2025-12-24,28627.39,45
749,77,2026-01-23,26992.62,10
750,77,2026-02-22,25584.10,75
751,77,2026-03-24,27882.09,90
752,78,2024-08-01,37970.37,0
753,78,2024-08-31,28029.44,0
754,78,2024-09-30,46268.95,0
755,78,2024-10-30,48119.66,15
756,78,2024-11-29,49159.58,3
757,78,2024-12-29,26904.55,0
758,78,2025-01-28,38867.27,0
759,78,2025-02-27,34845.88,0
760,78,2025-03-29,43807.77,0
761,78,2025-04-28,46724.25,15
762,78,2025-05-28,40237.41,0
763,78,2025-06-27,48449.96,0
764,78,2025-07-27,32770.09,7
765,78,2025-08-26,34289.07,15
766,78,2025-09-25,27232.42,3
767,78,2025-10-25,38957.61,0
768,78,2025-11-24,32893.36,0
769,78,2025-12-24,31579.06,15
770,79,2024-10-04,54085.00,0
771,79,2024-11-03,78599.67,0
772,79,2024-12-03,64315.76,0
773,79,2025-01-02,50886.76,0
774,79,2025-02-01,70780.23,15
